"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"～語","～ご","~tili (til nomini yasovchi qo'shimcha)","qo'shimcha","N5","Top 1000","","","","","","ウズベク語を話します。(うずべくごをはなします。)","O'zbek tilida gaplashaman.","","","Davlat yoki xalq nomiga qo'shiladi: 日本＋語＝日本語. Diqqat: ""qaysi til"" degani 「なんご」 emas, 「なにご」 deb o'qiladi.","[{""kanji"":""語"",""meaning"":""til, so'z"",""kunReading"":""kata"",""onReading"":""go"",""strokes"":14}]","[{""sentence"":""何語で書きますか。(なにごでかきますか。)"",""translation"":""Qaysi tilda yozasiz?""},{""sentence"":""フランス語は難しいです。(ふらんすごはむずかしいです。)"",""translation"":""Fransuz tili qiyin.""}]","[{""word"":""外国語"",""hiragana"":""がいこくご"",""meaning"":""chet tili""},{""word"":""何語"",""hiragana"":""なにご"",""meaning"":""qaysi til""}]"
"何","なん","nima","olmosh","N5","Top 100","①","","","","","これは何ですか。(これはなんですか。)","Bu nima?","","","Ikki xil o'qiladi: 「です」「の」 va sanoq qo'shimchalari oldidan — 「なん」 (何ですか, 何時), aksar hollarda esa — 「なに」 (何を, 何が). Bu farqni yodda tutish muhim.","[{""kanji"":""何"",""meaning"":""nima, necha"",""kunReading"":""nani, nan"",""onReading"":""ka"",""strokes"":7}]","[{""sentence"":""それは何の本ですか。(それはなんのほんですか。)"",""translation"":""U qanaqa kitob?""},{""sentence"":""何を買いますか。(なにをかいますか。)"",""translation"":""Nima sotib olasiz?""}]","[{""word"":""何時"",""hiragana"":""なんじ"",""meaning"":""soat necha""},{""word"":""何人"",""hiragana"":""なんにん"",""meaning"":""necha kishi""}]"
"そう","そう","shunday, shu tarzda","ravish","N5","Top 500","⓪","","","","","はい、そうです。(はい、そうです。)","Ha, shunday.","はい","違います","「そうです」 — tasdiq javobi, faqat ot-kesimli gaplarga beriladi. Fe'lli savolga 「そうです」 emas, o'sha fe'l bilan javob beriladi.","[]","[{""sentence"":""いいえ、そうじゃありません。(いいえ、そうじゃありません。)"",""translation"":""Yo'q, unday emas.""},{""sentence"":""そうしましょう。(そうしましょう。)"",""translation"":""Shunday qilaylik.""}]","[{""word"":""そうですね"",""hiragana"":""そうですね"",""meaning"":""shundaymi-ya; ha, to'g'ri (o'ylanib)""}]"
"違います","ちがいます","Unaqa emas. / Noto'g'ri.","fe'l","N5","Top 1000","④","違って","違った","違わない","違います","いいえ、違います。(いいえ、ちがいます。)","Yo'q, unaqa emas.","いいえ","そうです","「違います」 — ""boshqacha, farq qiladi"" ma'nosidan kelib chiqqan inkor javobi. 「そうじゃありません」 dan qat'iyroq eshitiladi, shuning uchun yumshoq javob kerak bo'lsa 「ちょっと違います」 deyiladi.","[{""kanji"":""違"",""meaning"":""farq qilmoq, xato"",""kunReading"":""chiga"",""onReading"":""i"",""strokes"":13}]","[{""sentence"":""電話番号が違います。(でんわばんごうがちがいます。)"",""translation"":""Telefon raqami noto'g'ri.""},{""sentence"":""私の傘と違います。(わたしのかさとちがいます。)"",""translation"":""Mening soyabonimdan farq qiladi.""}]","[{""word"":""間違い"",""hiragana"":""まちがい"",""meaning"":""xato""}]"
"そうですか","そうですか","Shundaymi? Rostdanmi?","ibora","N5","Top 1000","","","","","","「これは私のかばんです。」「そうですか。」(「これはわたしのかばんです。」「そうですか。」)","""Bu mening sumkam."" — ""Shundaymi?""","なるほど","","Ohang muhim: pasayuvchi ohangda — ""tushunarli, bildim"", ko'tariluvchi ohangda — chinakam savol ""rostdanmi?"". Suhbatni davom ettirishning eng keng tarqalgan javobi.","[]","[{""sentence"":""そうですか。知りませんでした。(そうですか。しりませんでした。)"",""translation"":""Shundaymi? Bilmagan ekanman.""},{""sentence"":""あ、そうですか。ありがとうございます。(あ、そうですか。ありがとうございます。)"",""translation"":""A, shundaymi? Rahmat.""}]","[]"
"あのう","あのう","Haligi... (gap boshlashdan oldin aytiladi)","undov","N5","Top 1000","","","","","","あのう、すみません。(あのう、すみません。)","Kechirasiz, haligi...","ええと, すみません","","Suhbatdoshning e'tiborini muloyim tortish yoki o'ylanib turish uchun. 「ええと」 dan farqi: 「あのう」 murojaat qilish uchun, 「ええと」 esa javobni eslashga urinayotganda.","[]","[{""sentence"":""あのう、これは何ですか。(あのう、これはなんですか。)"",""translation"":""Haligi, bu nima?""},{""sentence"":""あのう、ちょっといいですか。(あのう、ちょっといいですか。)"",""translation"":""Kechirasiz, bir daqiqa mumkinmi?""}]","[]"
"ほんの気持ちです","ほんのきもちです","Chin ko'ngildan (sovg'a berayotganda aytiladi)","ibora","N5","Boshqa","","","","","","これ、ほんの気持ちです。(これ、ほんのきもちです。)","Mana, arzimas sovg'a — chin ko'ngildan.","つまらないものですが","","So'zma-so'z ""shunchaki ko'nglimning ifodasi"". Yapon odobida sovg'a berayotganda uni kamsitib gapirish qabul qilingan — shu ma'noda 「つまらないものですが」 (arzimas narsa) ham ishlatiladi.","[{""kanji"":""気"",""meaning"":""havo, ruh, kayfiyat"",""kunReading"":""-"",""onReading"":""ki"",""strokes"":6},{""kanji"":""持"",""meaning"":""ushlamoq, egallamoq"",""kunReading"":""mo"",""onReading"":""ji"",""strokes"":9}]","[{""sentence"":""ほんの気持ちですが、どうぞ。(ほんのきもちですが、どうぞ。)"",""translation"":""Arzimas narsa, marhamat oling.""},{""sentence"":""ほんの気持ちです。お礼です。(ほんのきもちです。おれいです。)"",""translation"":""Chin ko'ngildan. Minnatdorchiligim belgisi.""}]","[{""word"":""気持ち"",""hiragana"":""きもち"",""meaning"":""kayfiyat, tuyg'u""}]"
"どうぞ","どうぞ","Marhamat.","undov","N5","Top 500","①","","","","","コーヒーをどうぞ。(こーひーをどうぞ。)","Marhamat, qahva iching.","","どうも","Nimadir taklif qilganda yoki ruxsat berganda. 「どうぞ」 — beruvchining so'zi, 「どうも」 — oluvchining minnatdorchiligi.","[]","[{""sentence"":""どうぞ、お入りください。(どうぞ、おはいりください。)"",""translation"":""Marhamat, kiring.""},{""sentence"":""どうぞよろしくお願いします。(どうぞよろしくおねがいします。)"",""translation"":""Iltimos, yaxshi munosabatda bo'ling.""}]","[{""word"":""どうぞよろしく"",""hiragana"":""どうぞよろしく"",""meaning"":""tanishganimdan xursandman""}]"
"どうも","どうも","Rahmat.","undov","N5","Top 500","①","","","","","「どうぞ。」「どうも。」(「どうぞ。」「どうも。」)","""Marhamat."" — ""Rahmat.""","ありがとう","どうぞ","Yolg'iz o'zi qisqa ""rahmat"" bo'ladi, lekin biroz erkin. 「ありがとうございます」 yoki 「すみません」 oldidan kelib ma'noni kuchaytiradi ham: どうもありがとう, どうもすみません.","[]","[{""sentence"":""どうもありがとうございます。(どうもありがとうございます。)"",""translation"":""Katta rahmat.""},{""sentence"":""どうも、失礼します。(どうも、しつれいします。)"",""translation"":""Rahmat, men qaytay.""}]","[{""word"":""どうもすみません"",""hiragana"":""どうもすみません"",""meaning"":""juda uzr so'rayman""}]"
"[どうも]ありがとう[ございます]","[どうも]ありがとう[ございます]","Katta rahmat (minnatdorchilikning to'liq ifodasi)","ibora","N5","Top 500","","","","","","どうもありがとうございます。(どうもありがとうございます。)","Katta rahmat.","どうも, 感謝します","","Qavslar bilan pog'ona ko'rsatilgan: 「ありがとう」 (do'stona) → 「ありがとうございます」 (muloyim) → 「どうもありがとうございます」 (eng to'liq). Ish tugagandan keyin o'tgan zamon shakli 「ありがとうございました」 ishlatiladi.","[]","[{""sentence"":""ありがとうございました。(ありがとうございました。)"",""translation"":""Rahmat (ish tugagandan keyin).""},{""sentence"":""本当にありがとう。(ほんとうにありがとう。)"",""translation"":""Chin dildan rahmat.""}]","[{""word"":""ありがとうございました"",""hiragana"":""ありがとうございました"",""meaning"":""rahmat (tugagan ish uchun)""}]"
"これからお世話になります","これからおせわになります","Bundan buyon mehr va yordamingizga muhtojman.","ibora","N5","Boshqa","","","","","","これからお世話になります。よろしくお願いします。(これからおせわになります。よろしくおねがいします。)","Bundan buyon yordamingizga muhtojman. Iltimos, e'tiboringizni ayamang.","よろしくお願いします","","Yangi ish joyi, maktab yoki qo'shnilarga ko'chib kelganda aytiladi. 「お世話になる」 — birovning g'amxo'rligidan bahramand bo'lmoq degani; ketayotganda esa o'tgan zamonda 「お世話になりました」 deyiladi.","[{""kanji"":""世"",""meaning"":""dunyo, avlod"",""kunReading"":""yo"",""onReading"":""sei, se"",""strokes"":5},{""kanji"":""話"",""meaning"":""gap, suhbat"",""kunReading"":""hanashi"",""onReading"":""wa"",""strokes"":13}]","[{""sentence"":""いろいろお世話になりました。(いろいろおせわになりました。)"",""translation"":""Ko'p yordamingiz uchun rahmat.""},{""sentence"":""息子がお世話になっています。(むすこがおせわになっています。)"",""translation"":""O'g'limga g'amxo'rlik qilayotganingiz uchun minnatdorman.""}]","[{""word"":""お世話"",""hiragana"":""おせわ"",""meaning"":""g'amxo'rlik, yordam""}]"
"こちらこそよろしく","こちらこそよろしく","Men ham tanishganimdan xursandman (「どうぞよろしく」ga javob)","ibora","N5","Top 5000","","","","","","「どうぞよろしく。」「こちらこそよろしく。」(「どうぞよろしく。」「こちらこそよろしく。」)","""Tanishganimdan xursandman."" — ""Men ham.""","どうぞよろしくお願いします","","「こそ」 — ta'kid yuklamasi: ""aksincha, aynan men"". Tanishuvda 「どうぞよろしく」 aytilgach shu bilan javob berish odobli hisoblanadi.","[]","[{""sentence"":""こちらこそよろしくお願いします。(こちらこそよろしくおねがいします。)"",""translation"":""Aksincha, men sizdan yordam so'rayman.""},{""sentence"":""いいえ、こちらこそ。(いいえ、こちらこそ。)"",""translation"":""Yo'q, aksincha men minnatdorman.""}]","[{""word"":""こちらこそ"",""hiragana"":""こちらこそ"",""meaning"":""aksincha, men ham""}]"
