"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"手紙","てがみ","xat, maktub","ot","N5","Top 1000","⓪","","","","","友達に手紙を書きます。(ともだちにてがみをかきます。)","Do'stimga xat yozaman.","レター","","「手（qo'l）」＋「紙（qog'oz）」. Diqqat: xitoy tilida bu belgilar ""dastro'mol"" degani — yaponcha bilan aralashtirmang.","[{""kanji"":""手"",""meaning"":""qo'l"",""kunReading"":""te"",""onReading"":""shu"",""strokes"":4},{""kanji"":""紙"",""meaning"":""qog'oz"",""kunReading"":""kami"",""onReading"":""shi"",""strokes"":10}]","[{""sentence"":""郵便局で手紙を出しました。(ゆうびんきょくでてがみをだしました。)"",""translation"":""Pochtadan xat jo'natdim.""},{""sentence"":""母から手紙が来ました。(ははからてがみがきました。)"",""translation"":""Onamdan xat keldi.""}]","[{""word"":""紙"",""hiragana"":""かみ"",""meaning"":""qog'oz""}]"
"レポート","レポート","hisobot, ma'ruza, referat","ot","N5","Top 5000","②","","","","","レポートを書きます。(れぽーとをかきます。)","Hisobot yozaman.","報告書","","Universitetda talabaning yozma ishi, ish joyida esa hisobot. Rasmiy hujjat sifatida 「報告書（ほうこくしょ）」 ham ishlatiladi.","[]","[{""sentence"":""あしたまでにレポートを出します。(あしたまでにれぽーとをだします。)"",""translation"":""Ertagacha hisobotni topshiraman.""},{""sentence"":""レポートはもう終わりました。(れぽーとはもうおわりました。)"",""translation"":""Hisobotni allaqachon tugatdim.""}]","[]"
"写真","しゃしん","fotosurat, rasm","ot","N5","Top 1000","⓪","","","","","写真を撮ります。(しゃしんをとります。)","Rasmga olaman.","フォト","","「写（ko'chirmoq）」＋「真（haqiqat）」 — ""haqiqatni ko'chirish"". Rasmga olish 「撮る」 bilan: 「写真を撮る」, 「写真を作る」 emas.","[{""kanji"":""写"",""meaning"":""ko'chirmoq, aks ettirmoq"",""kunReading"":""utsu"",""onReading"":""sha"",""strokes"":5},{""kanji"":""真"",""meaning"":""haqiqat, chin"",""kunReading"":""ma"",""onReading"":""shin"",""strokes"":10}]","[{""sentence"":""家族の写真を見せてください。(かぞくのしゃしんをみせてください。)"",""translation"":""Oilangizning rasmini ko'rsating.""},{""sentence"":""この写真はきれいですね。(このしゃしんはきれいですね。)"",""translation"":""Bu rasm chiroyli ekan.""}]","[{""word"":""写真家"",""hiragana"":""しゃしんか"",""meaning"":""fotograf""}]"
"店","みせ","do'kon, savdo shoxobchasi","ot","N5","Top 1000","②","","","","","その店で買いました。(そのみせでかいました。)","O'sha do'kondan sotib oldim.","ショップ","","「みせ」 — mustaqil so'z; qo'shma so'zlarda 「てん」 deb o'qiladi: 「喫茶店（きっさてん）」 — kafe. Do'kon xodimi — 「店員（てんいん）」.","[{""kanji"":""店"",""meaning"":""do'kon"",""kunReading"":""mise"",""onReading"":""ten"",""strokes"":8}]","[{""sentence"":""この店は安いです。(このみせはやすいです。)"",""translation"":""Bu do'kon arzon.""},{""sentence"":""店は九時からです。(みせはくじからです。)"",""translation"":""Do'kon soat to'qqizdan ochiladi.""}]","[{""word"":""店員"",""hiragana"":""てんいん"",""meaning"":""sotuvchi""},{""word"":""喫茶店"",""hiragana"":""きっさてん"",""meaning"":""choyxona, kafe""}]"
"レストラン","レストラン","restoran","ot","N5","Top 2000","①","","","","","レストランで晩ごはんを食べます。(れすとらんでばんごはんをたべます。)","Restoranda kechki ovqat qilaman.","食堂","","Fransuzchadan o'zlashgan; ko'proq g'arb taomlari beriladigan joy. Yapon taomxonasi 「食堂」 yoki 「料理屋」 deyiladi.","[]","[{""sentence"":""駅の前にレストランがあります。(えきのまえにれすとらんがあります。)"",""translation"":""Bekat oldida restoran bor.""},{""sentence"":""そのレストランはおいしいです。(そのれすとらんはおいしいです。)"",""translation"":""U restoranning taomi mazali.""}]","[]"
"庭","にわ","hovli, bog'cha (uy oldidagi)","ot","N5","Top 2000","⓪","","","","","庭で写真を撮りました。(にわでしゃしんをとりました。)","Hovlida rasmga tushdim.","ガーデン","","「庭」 — uyga tegishli hovli yoki bog'cha. Jamoat bog'i esa 「公園（こうえん）」. Yapon bog'i san'ati — 「日本庭園（にほんていえん）」.","[{""kanji"":""庭"",""meaning"":""hovli, bog'"",""kunReading"":""niwa"",""onReading"":""tei"",""strokes"":10}]","[{""sentence"":""うちの庭は狭いです。(うちのにわはせまいです。)"",""translation"":""Uyimizning hovlisi tor.""},{""sentence"":""庭に木があります。(にわにきがあります。)"",""translation"":""Hovlida daraxt bor.""}]","[{""word"":""庭園"",""hiragana"":""ていえん"",""meaning"":""bog' (san'at asari sifatida)""},{""word"":""公園"",""hiragana"":""こうえん"",""meaning"":""jamoat bog'i""}]"
"宿題","しゅくだい","uy vazifasi","ot","N5","Top 2000","⓪","","","","","毎晩宿題をします。(まいばんしゅくだいをします。)","Har kecha uy vazifasini bajaraman.","課題","","「宿（uy, tunash joyi）」＋「題（masala）」. Fe'li 「する」 bilan: 「宿題をします」. 「宿題を書く」 deyilmaydi.","[{""kanji"":""宿"",""meaning"":""tunash joyi, mehmonxona"",""kunReading"":""yado"",""onReading"":""shuku"",""strokes"":11},{""kanji"":""題"",""meaning"":""mavzu, masala"",""kunReading"":""-"",""onReading"":""dai"",""strokes"":18}]","[{""sentence"":""宿題はもう終わりました。(しゅくだいはもうおわりました。)"",""translation"":""Uy vazifasini allaqachon tugatdim.""},{""sentence"":""きょうは宿題が多いです。(きょうはしゅくだいがおおいです。)"",""translation"":""Bugun uy vazifasi ko'p.""}]","[{""word"":""問題"",""hiragana"":""もんだい"",""meaning"":""masala, muammo""}]"
"テニス","テニス","tennis (～します — tennis o'ynamoq)","ot","N5","Top 5000","①","","","","","日曜日にテニスをします。(にちようびにてにすをします。)","Yakshanba kuni tennis o'ynayman.","","","Sport o'yinlari yaponchada 「する」 bilan keladi: テニスをします. 「テニスを遊びます」 noto'g'ri.","[]","[{""sentence"":""一緒にテニスをしませんか。(いっしょにてにすをしませんか。)"",""translation"":""Birga tennis o'ynamaymizmi?""},{""sentence"":""テニスは好きですか。(てにすはすきですか。)"",""translation"":""Tennisni yoqtirasizmi?""}]","[{""word"":""テニスコート"",""hiragana"":""テニスコート"",""meaning"":""tennis korti""}]"
"サッカー","サッカー","futbol (～します — futbol o'ynamoq)","ot","N5","Top 2000","①","","","","","友達とサッカーをします。(ともだちとさっかーをします。)","Do'stlarim bilan futbol o'ynayman.","フットボール","","Amerikacha ""soccer"" dan olingan — 「フットボール」 emas. Yaponiyada 1993-yilda J-League tashkil etilgach ommalashgan.","[]","[{""sentence"":""サッカーの試合を見ました。(さっかーのしあいをみました。)"",""translation"":""Futbol o'yinini ko'rdim.""},{""sentence"":""毎週サッカーをします。(まいしゅうさっかーをします。)"",""translation"":""Har hafta futbol o'ynayman.""}]","[{""word"":""野球"",""hiragana"":""やきゅう"",""meaning"":""beysbol""}]"
"[お]花見","[お]はなみ","hanami — gullagan sakurani tomosha qilish (～します)","ot","N5","Boshqa","③","","","","","四月にお花見をします。(しがつにおはなみをします。)","Aprelda hanami qilamiz.","観桜","","「花（gul）」＋「見（ko'rish）」. Bu yerda 「花」 doim sakurani anglatadi. Aprel boshida oilalar va hamkasblar daraxt tagida palos yozib ovqatlanishadi — yilning eng muhim urf-odatlaridan biri.","[{""kanji"":""花"",""meaning"":""gul"",""kunReading"":""hana"",""onReading"":""ka"",""strokes"":7},{""kanji"":""見"",""meaning"":""ko'rmoq"",""kunReading"":""mi"",""onReading"":""ken"",""strokes"":7}]","[{""sentence"":""一緒にお花見をしませんか。(いっしょにおはなみをしませんか。)"",""translation"":""Birga sakura tomosha qilmaymizmi?""},{""sentence"":""大阪城公園でお花見をしました。(おおさかじょうこうえんでおはなみをしました。)"",""translation"":""Osaka qal'asi bog'ida hanami qildik.""}]","[{""word"":""桜"",""hiragana"":""さくら"",""meaning"":""sakura, olcha guli""},{""word"":""花火"",""hiragana"":""はなび"",""meaning"":""mushakbozlik""}]"
"何","なに","nima","olmosh","N5","Top 100","①","","","","","何を食べますか。(なにをたべますか。)","Nima yeysiz?","","","Bu darsda 「を」 bilan keladi va shunda doim 「なに」 deb o'qiladi: 何を食べますか. 2-darsdagi qoida esa 「です」 va sanoq qo'shimchalari oldidan 「なん」: 何ですか, 何時.","[{""kanji"":""何"",""meaning"":""nima, necha"",""kunReading"":""nani, nan"",""onReading"":""ka"",""strokes"":7}]","[{""sentence"":""日曜日に何をしましたか。(にちようびになにをしましたか。)"",""translation"":""Yakshanba kuni nima qildingiz?""},{""sentence"":""何を飲みますか。(なにをのみますか。)"",""translation"":""Nima ichasiz?""}]","[{""word"":""何か"",""hiragana"":""なにか"",""meaning"":""nimadir""},{""word"":""何も"",""hiragana"":""なにも"",""meaning"":""hech narsa (inkor bilan)""}]"
"一緒に","いっしょに","birga, birgalikda","ravish","N5","Top 500","⓪","","","","","一緒に昼ごはんを食べませんか。(いっしょにひるごはんをたべませんか。)","Birga tushlik qilmaymizmi?","ともに","一人で","Ko'pincha 「～と一緒に」 shaklida keladi: 友達と一緒に. 5-darsdagi 「一人で」 ning ziddi. Taklif qilishda 「一緒に～ませんか」 eng ko'p ishlatiladigan qolip.","[{""kanji"":""一"",""meaning"":""bir"",""kunReading"":""hito"",""onReading"":""ichi"",""strokes"":1},{""kanji"":""緒"",""meaning"":""ip, bog'lanish"",""kunReading"":""o"",""onReading"":""sho"",""strokes"":14}]","[{""sentence"":""友達と一緒に行きます。(ともだちといっしょにいきます。)"",""translation"":""Do'stim bilan birga boraman.""},{""sentence"":""一緒に写真を撮りましょう。(いっしょにしゃしんをとりましょう。)"",""translation"":""Birga rasmga tushaylik.""}]","[]"
"ちょっと","ちょっと","bir oz, ozgina, ozroq","ravish","N5","Top 500","①","","","","","ちょっと休みましょう。(ちょっとやすみましょう。)","Bir oz dam olaylik.","少し","たくさん","Muhim madaniy nuqta: 「ちょっと…」 deb gapni tugatmaslik — muloyim RAD JAVOBI. Taklifga shunday javob berilsa, ""yo'q"" degani. 「少し（すこし）」 esa neytral va rasmiyroq.","[]","[{""sentence"":""ちょっと待ってください。(ちょっとまってください。)"",""translation"":""Bir oz kuting.""},{""sentence"":""すみません、ちょっと…。(すみません、ちょっと…。)"",""translation"":""Kechirasiz, biroz qiyin (rad javobi).""}]","[]"
"いつも","いつも","har doim, doimo","ravish","N5","Top 500","①","","","","","いつも七時に起きます。(いつもしちじにおきます。)","Har doim soat yettida turaman.","毎日","ときどき","5-darsdagi 「いつ（qachon）」＋「も」 dan yasalgan. Chastota ravishlari tartibi: いつも (100%) → よく → ときどき → あまり → ぜんぜん (0%).","[]","[{""sentence"":""いつもコーヒーを飲みます。(いつもこーひーをのみます。)"",""translation"":""Doim qahva ichaman.""},{""sentence"":""いつもありがとうございます。(いつもありがとうございます。)"",""translation"":""Doimiy yordamingiz uchun rahmat.""}]","[]"
"時々","ときどき","ba'zan, gohida","ravish","N5","Top 1000","⓪","","","","","時々映画を見ます。(ときどきえいがをみます。)","Ba'zan kino ko'raman.","たまに","いつも","「々」 belgisi oldingi kanjining takrorlanishini bildiradi: 時々＝時時. Xuddi shunday 人々（ひとびと）, 国々（くにぐに）.","[{""kanji"":""時"",""meaning"":""vaqt, soat"",""kunReading"":""toki"",""onReading"":""ji"",""strokes"":10}]","[{""sentence"":""時々レストランで食べます。(ときどきれすとらんでたべます。)"",""translation"":""Ba'zan restoranda ovqatlanaman.""},{""sentence"":""時々友達に会います。(ときどきともだちにあいます。)"",""translation"":""Ba'zan do'stim bilan uchrashaman.""}]","[{""word"":""人々"",""hiragana"":""ひとびと"",""meaning"":""odamlar""}]"
"それから","それから","undan so'ng, shundan keyin; va yana","bog'lovchi","N5","Top 1000","⓪","","","","","パンを食べました。それからコーヒーを飲みました。(ぱんをたべました。それからこーひーをのみました。)","Non yedim. Undan keyin qahva ichdim.","そして, その後","","2-darsdagi 「それ」＋「から」. Ikki vazifasi bor: harakatlar ketma-ketligi (""keyin"") va ro'yxatga qo'shimcha (""va yana"").","[]","[{""sentence"":""野菜、それから果物を買います。(やさい、それからくだものをかいます。)"",""translation"":""Sabzavot, yana meva sotib olaman.""},{""sentence"":""宿題をします。それから寝ます。(しゅくだいをします。それからねます。)"",""translation"":""Uy vazifasini qilaman. Keyin uxlayman.""}]","[]"
"ええ","ええ","ha (「はい」ning yumshoqroq shakli)","undov","N5","Top 500","①","","","","","「一緒に行きませんか。」「ええ、いいですね。」","""Birga bormaymizmi?"" — ""Ha, yaxshi bo'lardi.""","はい, うん","いいえ","1-darsdagi 「はい」 dan biroz erkinroq va iliqroq. Rasmiy javob va telefonda 「はい」, do'stona suhbatda 「ええ」, juda yaqin kishilar bilan 「うん」.","[]","[{""sentence"":""ええ、そうです。(ええ、そうです。)"",""translation"":""Ha, shunday.""},{""sentence"":""ええ、分かりました。(ええ、わかりました。)"",""translation"":""Ha, tushundim.""}]","[]"
"いいですね","いいですね","Qanday yaxshi. / Zo'r bo'lardi.","ibora","N5","Top 1000","","","","","","「一緒に映画を見ませんか。」「いいですね。」","""Birga kino ko'rmaymizmi?"" — ""Yaxshi bo'lardi.""","いいね, 素敵ですね","","Taklifni qabul qilishning eng tabiiy shakli. 「ね」 yuklamasi suhbatdosh bilan fikr birligini bildiradi — shuning uchun quruq 「いいです」 dan iliqroq eshitiladi.","[]","[{""sentence"":""その写真、いいですね。(そのしゃしん、いいですね。)"",""translation"":""Bu rasm chiroyli ekan-a.""},{""sentence"":""土曜日ですか。いいですね。(どようびですか。いいですね。)"",""translation"":""Shanbami? Yaxshi bo'ladi.""}]","[]"
"わかりました","わかりました","Tushundim.","ibora","N5","Top 500","","","","","","はい、わかりました。(はい、わかりました。)","Ha, tushundim.","かしこまりました, 承知しました","わかりません","Diqqat: ""tushunyapman"" ma'nosida ham o'tgan zamon shakli ishlatiladi — 「わかります」 emas, 「わかりました」. 3-darsdagi 「かしこまりました」 esa xizmat ko'rsatuvchining hurmatli shakli.","[]","[{""sentence"":""すみません、わかりませんでした。(すみません、わかりませんでした。)"",""translation"":""Kechirasiz, tushunmadim.""},{""sentence"":""じゃ、三時ですね。わかりました。(じゃ、さんじですね。わかりました。)"",""translation"":""Demak, soat uchda. Tushundim.""}]","[{""word"":""分かる"",""hiragana"":""わかる"",""meaning"":""tushunmoq, bilmoq""}]"
"何ですか","なんですか","Nima? / Nima gap?","ibora","N5","Top 500","","","","","","「ミラーさん。」「何ですか。」","""Janob Miller."" — ""Labbay?""","","","Ismi aytilganda javob sifatida ""labbay?"" ma'nosini beradi. 2-darsdagi 「何（なん・なに）」ning o'qilish qoidasi bu yerda ham amal qiladi: 「です」 oldidan doim 「なん」.","[{""kanji"":""何"",""meaning"":""nima, necha"",""kunReading"":""nani, nan"",""onReading"":""ka"",""strokes"":7}]","[{""sentence"":""これは何ですか。(これはなんですか。)"",""translation"":""Bu nima?""},{""sentence"":""あのう、ちょっと。—何ですか。(あのう、ちょっと。—なんですか。)"",""translation"":""\""Kechirasiz, bir daqiqa.\"" — \""Nima gap?\""""}]","[]"
"じゃ、また[あした]","じゃ、また[あした]","Ko'rishguncha. / Ertaga ko'rishamiz.","ibora","N5","Top 1000","","","","","","じゃ、またあした。(じゃ、またあした。)","Xo'sh, ertaga ko'rishguncha.","さようなら, またね","","3-darsdagi 「じゃ」＋「また（yana）」. Qavs ichidagi vaqtni almashtirish mumkin: またあした, また来週, また今度. 「さようなら」 dan iliqroq va kundalikroq.","[]","[{""sentence"":""じゃ、また来週。(じゃ、またらいしゅう。)"",""translation"":""Xo'sh, kelasi haftada ko'rishguncha.""},{""sentence"":""じゃ、また。(じゃ、また。)"",""translation"":""Xayr, ko'rishguncha.""}]","[]"
"メキシコ","メキシコ","Meksika","ot","N5","Boshqa","⓪","","","","","メキシコから来ました。(めきしこからきました。)","Meksikadan kelganman.","","","1-darsdagi davlat nomlari ro'yxatiga qo'shiladi. 「メキシコ人」 — meksikalik.","[]","[{""sentence"":""メキシコ料理を食べました。(めきしこりょうりをたべました。)"",""translation"":""Meksika taomini yedim.""},{""sentence"":""彼はメキシコ人です。(かれはめきしこじんです。)"",""translation"":""U meksikalik.""}]","[{""word"":""メキシコ人"",""hiragana"":""メキシコじん"",""meaning"":""meksikalik""}]"
"大阪城公園","おおさかじょうこうえん","Osaka qal'asi bog'i","ot","N5","Boshqa","","","","","","大阪城公園でお花見をします。(おおさかじょうこうえんでおはなみをします。)","Osaka qal'asi bog'ida hanami qilamiz.","","","5-darsdagi 「大阪城」＋「公園（bog'）」. Yaponiyaning mashhur hanami joylaridan biri — bog'da 3000 ga yaqin sakura daraxti bor.","[{""kanji"":""公"",""meaning"":""jamoat, umumiy"",""kunReading"":""ooyake"",""onReading"":""kou"",""strokes"":4},{""kanji"":""園"",""meaning"":""bog', maydon"",""kunReading"":""sono"",""onReading"":""en"",""strokes"":13}]","[{""sentence"":""大阪城公園で写真を撮りました。(おおさかじょうこうえんでしゃしんをとりました。)"",""translation"":""Osaka qal'asi bog'ida rasmga tushdim.""},{""sentence"":""大阪城公園は広いです。(おおさかじょうこうえんはひろいです。)"",""translation"":""Osaka qal'asi bog'i keng.""}]","[{""word"":""公園"",""hiragana"":""こうえん"",""meaning"":""jamoat bog'i""}]"
