"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"右","みぎ","o'ng, o'ng tomon","ot","N5","Top 1000","⓪","","","","","ドアの右にスイッチがあります。(どあのみぎにすいっちがあります。)","Eshikning o'ng tomonida vyklyuchatel bor.","","左","Yaponiyada transport chap tomonda yuradi, shuning uchun eskalatorda (Tokioda) chapda turiladi. 「右」 va 「左」 kanjilarining yozilish tartibi ham farq qiladi — bu maktabda alohida o'rgatiladi.","[{""kanji"":""右"",""meaning"":""o'ng"",""kunReading"":""migi"",""onReading"":""u, yuu"",""strokes"":5}]","[{""sentence"":""右に曲がってください。(みぎにまがってください。)"",""translation"":""O'ngga buriling.""},{""sentence"":""銀行の右は本屋です。(ぎんこうのみぎはほんやです。)"",""translation"":""Bankning o'ng tomonida kitob do'koni.""}]","[{""word"":""右側"",""hiragana"":""みぎがわ"",""meaning"":""o'ng tomon""}]"
"左","ひだり","chap, chap tomon","ot","N5","Top 1000","⓪","","","","","郵便局の左に喫茶店があります。(ゆうびんきょくのひだりにきっさてんがあります。)","Pochtaning chap tomonida qahvaxona bor.","","右","「右」 bilan juftlikda o'rganiladi. Yaponcha yozuvda an'anaviy matn o'ngdan chapga va yuqoridan pastga yoziladi — shuning uchun kitoblar ""orqasidan"" ochiladi.","[{""kanji"":""左"",""meaning"":""chap"",""kunReading"":""hidari"",""onReading"":""sa"",""strokes"":5}]","[{""sentence"":""左の棚を見てください。(ひだりのたなをみてください。)"",""translation"":""Chapdagi tokchaga qarang.""},{""sentence"":""左に曲がります。(ひだりにまがります。)"",""translation"":""Chapga buriladi.""}]","[{""word"":""左側"",""hiragana"":""ひだりがわ"",""meaning"":""chap tomon""}]"
"中","なか","ich, ichkari, o'rta","ot","N5","Top 500","①","","","","","箱の中に何がありますか。(はこのなかになにがありますか。)","Qutining ichida nima bor?","内","外","1-darsdagi 「中国」 dagi 「中」 shu belgidan (u yerda 「ちゅう」). Vaqt ma'nosida 「～中（ちゅう）」 — ""davomida"": 「午前中」 — tushgacha.","[{""kanji"":""中"",""meaning"":""o'rta, ich"",""kunReading"":""naka"",""onReading"":""chuu"",""strokes"":4}]","[{""sentence"":""かばんの中に辞書があります。(かばんのなかにじしょがあります。)"",""translation"":""Sumkaning ichida lug'at bor.""},{""sentence"":""ビルの中に喫茶店があります。(びるのなかにきっさてんがあります。)"",""translation"":""Binoning ichida qahvaxona bor.""}]","[{""word"":""中国"",""hiragana"":""ちゅうごく"",""meaning"":""Xitoy""},{""word"":""真ん中"",""hiragana"":""まんなか"",""meaning"":""aynan o'rtasi""}]"
"外","そと","tashqari, tashqarisi","ot","N5","Top 1000","①","","","","","窓の外に木があります。(まどのそとにきがあります。)","Deraza tashqarisida daraxt bor.","","中","1-darsdagi 「外国（がいこく）」 dagi 「外」 shu belgidan — u yerda 「がい」. Yapon madaniyatidagi ""ichki/tashqi"" (uchi/soto) tushunchasi ham shu so'zdan.","[{""kanji"":""外"",""meaning"":""tashqari"",""kunReading"":""soto, hoka, hazu"",""onReading"":""gai, ge"",""strokes"":5}]","[{""sentence"":""外で遊びましょう。(そとであそびましょう。)"",""translation"":""Tashqarida o'ynaylik.""},{""sentence"":""外は寒いです。(そとはさむいです。)"",""translation"":""Tashqarida sovuq.""}]","[{""word"":""外国"",""hiragana"":""がいこく"",""meaning"":""chet el""},{""word"":""外国人"",""hiragana"":""がいこくじん"",""meaning"":""chet ellik""}]"
"隣","となり","yon, qo'shni, yonidagi","ot","N5","Top 1000","⓪","","","","","銀行の隣に郵便局があります。(ぎんこうのとなりにゆうびんきょくがあります。)","Bankning yonida pochta bor.","横, そば","","Uchta o'xshash so'z farqi: 「隣」 — bir xil turdagi narsalar yonma-yon (bank va pochta), 「横（よこ）」 — shunchaki yon tomon, 「そば」 — yaqin atrof.","[{""kanji"":""隣"",""meaning"":""qo'shni, yon"",""kunReading"":""tonari, tona"",""onReading"":""rin"",""strokes"":16}]","[{""sentence"":""隣の部屋に誰かいます。(となりのへやにだれかいます。)"",""translation"":""Yondagi xonada kimdir bor.""},{""sentence"":""隣に座ってもいいですか。(となりにすわってもいいですか。)"",""translation"":""Yoningizga o'tirsam bo'ladimi?""}]","[{""word"":""隣の人"",""hiragana"":""となりのひと"",""meaning"":""qo'shni""}]"
"近く","ちかく","yaqin, yaqinida","ot","N5","Top 500","①","","","","","うちの近くに公園があります。(うちのちかくにこうえんがあります。)","Uyimiz yaqinida bog' bor.","そば","遠く","「近い（yaqin）」 sifatidan yasalgan ot. Miqdor oldida ""taxminan"" ma'nosini ham beradi: 「百人近く」 — yuzga yaqin kishi.","[{""kanji"":""近"",""meaning"":""yaqin"",""kunReading"":""chika"",""onReading"":""kin"",""strokes"":7}]","[{""sentence"":""駅の近くに喫茶店があります。(えきのちかくにきっさてんがあります。)"",""translation"":""Bekat yaqinida qahvaxona bor.""},{""sentence"":""近くに本屋はありませんか。(ちかくにほんやはありませんか。)"",""translation"":""Yaqin atrofda kitob do'koni yo'qmi?""}]","[{""word"":""近い"",""hiragana"":""ちかい"",""meaning"":""yaqin""},{""word"":""最近"",""hiragana"":""さいきん"",""meaning"":""yaqinda, so'nggi paytda""}]"
"間","あいだ","ora, orasi, o'rta","ot","N5","Top 500","⓪","","","","","銀行と郵便局の間に本屋があります。(ぎんこうとゆうびんきょくのあいだにほんやがあります。)","Bank bilan pochtaning orasida kitob do'koni bor.","","","Muhim qolip: ikki narsa orasi bo'lsa **「AとBの間」** — 「と」 shart. Bitta narsa bilan ishlatilmaydi. 9-darsdagi 「時間」 dagi 「間」 shu belgidan (u yerda 「かん」).","[{""kanji"":""間"",""meaning"":""oraliq, orasi"",""kunReading"":""aida, ma"",""onReading"":""kan, ken"",""strokes"":12}]","[{""sentence"":""机とベッドの間に箱があります。(つくえとべっどのあいだにはこがあります。)"",""translation"":""Stol bilan krovat orasida quti bor.""},{""sentence"":""この間、映画を見ました。(このあいだ、えいがをみました。)"",""translation"":""Yaqinda kino ko'rdim.""}]","[{""word"":""時間"",""hiragana"":""じかん"",""meaning"":""vaqt""},{""word"":""この間"",""hiragana"":""このあいだ"",""meaning"":""yaqinda, o'tgan kuni""}]"
"～や～[など]","～や～[など]","~ va ~ [kabilar] (to'liq bo'lmagan sanash)","zarracha","N5","Top 500","","","","","","机の上に本や辞書などがあります。(つくえのうえにほんやじしょなどがあります。)","Stol ustida kitob, lug'at va shunga o'xshashlar bor.","","～と～","4-darsdagi 「と」 bilan asosiy farq: 「と」 — ro'yxat TO'LIQ, 「や」 — bir nechta misol keltirildi, boshqalari ham bor. 「など」 shu ma'noni kuchaytiradi va tushirib qoldirilishi mumkin.","[]","[{""sentence"":""公園に犬や猫がいます。(こうえんにいぬやねこがいます。)"",""translation"":""Bog'da it, mushuk va boshqalar bor.""},{""sentence"":""かばんの中に電池やフイルムなどがあります。(かばんのなかにでんちやふいるむなどがあります。)"",""translation"":""Sumkada batareya, fototasma va shunga o'xshashlar bor.""}]","[{""word"":""など"",""hiragana"":""など"",""meaning"":""va boshqalar, kabilar""}]"
"いちばん～","いちばん～","eng ~ (orttirma daraja)","ravish","N5","Top 500","②","","","","","いちばん上の棚にあります。(いちばんうえのたなにあります。)","Eng yuqoridagi tokchada.","最も","","Kanji shakli 「一番」 — 4-darsdagi 「～番（raqam）」 dan. So'zma-so'z ""birinchi raqam"". Rasmiy uslubda 「最も（もっとも）」 ishlatiladi.","[{""kanji"":""一"",""meaning"":""bir"",""kunReading"":""hito"",""onReading"":""ichi"",""strokes"":1},{""kanji"":""番"",""meaning"":""navbat, raqam"",""kunReading"":""-"",""onReading"":""ban"",""strokes"":12}]","[{""sentence"":""これがいちばん安いです。(これがいちばんやすいです。)"",""translation"":""Bu eng arzoni.""},{""sentence"":""富士山は日本でいちばん高い山です。(ふじさんはにほんでいちばんたかいやまです。)"",""translation"":""Fuji — Yaponiyadagi eng baland tog'.""}]","[{""word"":""一番"",""hiragana"":""いちばん"",""meaning"":""birinchi; eng""}]"
"～段目","～だんめ","~(i)nchi tokcha, ~(i)nchi qator","qo'shimcha","N5","Boshqa","","","","","","上から二段目にあります。(うえからにだんめにあります。)","Yuqoridan ikkinchi tokchada.","","","3-darsdagi 「階段」 dagi 「段（pog'ona）」＋「目（tartib qo'shimchasi）」. 「目」 tartib sonini yasaydi: 一番目, 二日目, 三段目.","[{""kanji"":""段"",""meaning"":""pog'ona, daraja"",""kunReading"":""-"",""onReading"":""dan"",""strokes"":9},{""kanji"":""目"",""meaning"":""ko'z; tartib belgisi"",""kunReading"":""me"",""onReading"":""moku"",""strokes"":5}]","[{""sentence"":""いちばん下の段にあります。(いちばんしたのだんにあります。)"",""translation"":""Eng pastki qatorda.""},{""sentence"":""三段目を見てください。(さんだんめをみてください。)"",""translation"":""Uchinchi qatorga qarang.""}]","[{""word"":""階段"",""hiragana"":""かいだん"",""meaning"":""zina""},{""word"":""～番目"",""hiragana"":""～ばんめ"",""meaning"":""~(i)nchi""}]"
"[どうも]すみません","[どうも]すみません","Katta rahmat (bu yerda uzr emas, minnatdorchilik)","ibora","N5","Top 500","","","","","","スパイス・コーナーは あそこです。—どうもすみません。","""Ziravorlar bo'limi ana u yerda."" — ""Katta rahmat.""","ありがとうございます","","Yapon tilining o'ziga xos jihati: birov ovora bo'lib yordam berganda **rahmat o'rniga uzr** aytiladi — ""siz mening tufaylim mashaqqat chekdingiz"" degan ma'noda. 3-darsdagi 「すみません」 ning uchinchi vazifasi.","[]","[{""sentence"":""荷物を持ちましょうか。—すみません。"",""translation"":""\""Yukingizni ko'tarishaymi?\"" — \""Rahmat (ovora bo'ldingiz).\""""},{""sentence"":""どうもすみません、助かりました。(どうもすみません、たすかりました。)"",""translation"":""Katta rahmat, yordamingiz tekkandi.""}]","[]"
"チリソース","チリソース","chili sousi (qizil qalampirdan tayyorlangan achchiq sous)","ot","N5","Boshqa","④","","","","","チリソースはどこにありますか。(ちりそーすはどこにありますか。)","Chili sousi qayerda?","","","Bu darsning suhbatida do'konda mahsulot qidirish mashq qilinadi. Yaponiyada 「ソース」 yolg'iz aytilsa — quyuq ""tonkatsu sousi"" tushuniladi, soya sousi esa 「しょうゆ」.","[]","[{""sentence"":""チリソースはスパイス・コーナーにあります。(ちりそーすはすぱいす・こーなーにあります。)"",""translation"":""Chili sousi ziravorlar bo'limida.""},{""sentence"":""チリソースを買いました。(ちりそーすをかいました。)"",""translation"":""Chili sousi sotib oldim.""}]","[{""word"":""ソース"",""hiragana"":""ソース"",""meaning"":""sous""}]"
"奥","おく","ichkari, tub, orqa qism","ot","N5","Top 2000","①","","","","","スパイス・コーナーは店の奥にあります。(すぱいす・こーなーはみせのおくにあります。)","Ziravorlar bo'limi do'konning ichkarisida.","","入り口","「中（ich）」 dan farqi: 「奥」 — kirish joyidan UZOQDAGI ichki qism (do'konning tubi, xonaning ichkarisi). 9-darsdagi 「奥さん」 ham shu so'zdan — qadimda ayol uyning ichki qismida bo'lgan.","[{""kanji"":""奥"",""meaning"":""ichkari, tub"",""kunReading"":""oku"",""onReading"":""ou"",""strokes"":12}]","[{""sentence"":""奥にトイレがあります。(おくにといれがあります。)"",""translation"":""Ichkarida hojatxona bor.""},{""sentence"":""どうぞ奥へお入りください。(どうぞおくへおはいりください。)"",""translation"":""Marhamat, ichkariga o'ting.""}]","[{""word"":""奥さん"",""hiragana"":""おくさん"",""meaning"":""xotiningiz""}]"
"スパイス・コーナー","スパイス・コーナー","ziravorlar bo'limi","ot","N5","Boshqa","","","","","","スパイス・コーナーは店の奥にあります。(すぱいす・こーなーはみせのおくにあります。)","Ziravorlar bo'limi do'konning ichkarisida.","香辛料売り場","","「コーナー」 — do'kondagi maxsus bo'lim; 3-darsdagi 「売り場」 bilan bir ma'noda, lekin kichikroq bo'limlar uchun ishlatiladi. Yaponcha muqobili 「香辛料（こうしんりょう）売り場」.","[]","[{""sentence"":""スパイス・コーナーはどこですか。(すぱいす・こーなーはどこですか。)"",""translation"":""Ziravorlar bo'limi qayerda?""},{""sentence"":""スパイス・コーナーで買いました。(すぱいす・こーなーでかいました。)"",""translation"":""Ziravorlar bo'limidan sotib oldim.""}]","[{""word"":""コーナー"",""hiragana"":""コーナー"",""meaning"":""burchak; bo'lim""}]"
"東京ディズニーランド","とうきょうディズニーランド","Tokio Disneylendi","ot","N5","Boshqa","","","","","","東京ディズニーランドは千葉県にあります。(とうきょうでぃずにーらんどはちばけんにあります。)","Tokio Disneylendi Chiba prefekturasida.","ディズニーランド","","Nomida ""Tokio"" bo'lsa ham aslida qo'shni Chiba prefekturasida joylashgan — bu darsdagi 「県」 va o'rin so'zlari uchun qiziq misol. AQShdan tashqarida ochilgan birinchi Disneylend (1983).","[{""kanji"":""東"",""meaning"":""sharq"",""kunReading"":""higashi"",""onReading"":""tou"",""strokes"":8},{""kanji"":""京"",""meaning"":""poytaxt"",""kunReading"":""-"",""onReading"":""kyou, kei"",""strokes"":8}]","[{""sentence"":""東京ディズニーランドへ行きたいです。(とうきょうでぃずにーらんどへいきたいです。)"",""translation"":""Tokio Disneylendiga bormoqchiman.""},{""sentence"":""東京ディズニーランドは人がたくさんいます。(とうきょうでぃずにーらんどはひとがたくさんいます。)"",""translation"":""Tokio Disneylendida odam ko'p.""}]","[{""word"":""県"",""hiragana"":""けん"",""meaning"":""prefektura""}]"
