"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"お名前は？","おなまえは？","Ismingiz nima?","ibora","N5","Top 1000","","","","","","失礼ですが、お名前は？(しつれいですが、おなまえは？)","Kechirasiz, ismingiz nima?","お名前は何ですか","","Boshqaning ismi haqida gapirganda hurmat qo'shimchasi 「お」 qo'shiladi: 「お名前」. O'z ismi haqida esa 「名前」 deyiladi. Jumla oxiri 「は？」 bilan tugashi — muloyim va qisqa so'rash usuli.","[{""kanji"":""名"",""meaning"":""ism, nom"",""kunReading"":""na"",""onReading"":""mei, myou"",""strokes"":6},{""kanji"":""前"",""meaning"":""old, oldin"",""kunReading"":""mae"",""onReading"":""zen"",""strokes"":9}]","[{""sentence"":""お名前は何ですか。(おなまえはなんですか。)"",""translation"":""Ismingiz nima?""},{""sentence"":""お名前を書いてください。(おなまえをかいてください。)"",""translation"":""Ismingizni yozing.""}]","[{""word"":""名前"",""hiragana"":""なまえ"",""meaning"":""ism""},{""word"":""名刺"",""hiragana"":""めいし"",""meaning"":""vizitka""}]"
"初めまして","はじめまして","Tanishganimdan xursandman (ilk uchrashuvda aytiladi)","ibora","N5","Top 1000","④","","","","","初めまして、ミラーです。(はじめまして、みらーです。)","Tanishganimdan xursandman, men Millerman.","","","So'zma-so'z ""birinchi marta"" degani. Faqat birinchi uchrashuvda aytiladi va odatda ketidan 「どうぞよろしくお願いします」 keladi.","[{""kanji"":""初"",""meaning"":""birinchi, boshlanish"",""kunReading"":""haji, hatsu"",""onReading"":""sho"",""strokes"":7}]","[{""sentence"":""初めまして。どうぞよろしくお願いします。(はじめまして。どうぞよろしくおねがいします。)"",""translation"":""Tanishganimdan xursandman. Iltimos, yaxshi munosabatda bo'ling.""},{""sentence"":""初めまして、田中と申します。(はじめまして、たなかともうします。)"",""translation"":""Tanishganimdan xursandman, men Tanaka bo'laman.""}]","[{""word"":""初めて"",""hiragana"":""はじめて"",""meaning"":""birinchi marta""}]"
"どうぞよろしくお願いします","どうぞよろしくおねがいします","Tanishganimdan xursandman; iltimos, yaxshi munosabatda bo'ling","ibora","N5","Top 1000","","","","","","初めまして、ミラーです。どうぞよろしくお願いします。(はじめまして、みらーです。どうぞよろしくおねがいします。)","Tanishganimdan xursandman, men Millerman. Iltimos, yaxshi munosabatda bo'ling.","よろしくお願いします, よろしく","","O'zbek tiliga so'zma-so'z tarjima qilinmaydi — ""kelgusida menga yaxshi munosabatda bo'ling"" degan ma'noni bildiradi. Qisqa shakli 「よろしく」 do'stlar orasida, to'liq shakli esa rasmiy vaziyatda ishlatiladi.","[{""kanji"":""願"",""meaning"":""iltimos qilmoq, tilamoq"",""kunReading"":""nega"",""onReading"":""gan"",""strokes"":19}]","[{""sentence"":""こちらこそ、よろしくお願いします。(こちらこそ、よろしくおねがいします。)"",""translation"":""Men ham tanishganimdan xursandman.""},{""sentence"":""今日からよろしくお願いします。(きょうからよろしくおねがいします。)"",""translation"":""Bugundan boshlab birga ishlaymiz, iltimos e'tiboringizni ayamang.""}]","[{""word"":""お願いします"",""hiragana"":""おねがいします"",""meaning"":""iltimos qilaman""},{""word"":""よろしく"",""hiragana"":""よろしく"",""meaning"":""salom ayting; tanishganimdan xursandman (erkin)""}]"
"こちらは～さんです","こちらは～さんです","Bu kishi janob / xonim ~ (tanishtirish iborasi)","ibora","N5","Top 2000","","","","","","こちらはミラーさんです。(こちらはみらーさんです。)","Bu kishi janob Miller.","この方は～さんです","","「こちら」 asli ""bu tomon"" degani, lekin odamni tanishtirganda hurmat bilan ""bu kishi"" ma'nosida ishlatiladi. 「この人は」 dan ancha muloyimroq.","[]","[{""sentence"":""こちらは山田さんです。IMCの社員です。(こちらはやまださんです。あいえむしーのしゃいんです。)"",""translation"":""Bu kishi Yamada-san. IMC firmasining xodimi.""},{""sentence"":""こちらは私の友達のカリナさんです。(こちらはわたしのともだちのかりなさんです。)"",""translation"":""Bu kishi mening do'stim Karina.""}]","[{""word"":""こちら"",""hiragana"":""こちら"",""meaning"":""bu tomon; bu kishi (hurmat)""}]"
"～から来ました","～からきました","Men ~(davlat/joy nomi)dan kelganman","ibora","N5","Top 1000","","","","","","アメリカから来ました。(あめりかからきました。)","Men Amerikadan kelganman.","～の出身です","","「から」 — boshlanish nuqtasini ko'rsatuvchi yuklama. Kelib chiqishni bildirishning yana bir shakli — 「～の出身です（しゅっしんです）」, u ko'proq rasmiy tanishuvda ishlatiladi.","[{""kanji"":""来"",""meaning"":""kelmoq"",""kunReading"":""ku, ki, ko"",""onReading"":""rai"",""strokes"":7}]","[{""sentence"":""ウズベキスタンから来ました。(うずべきすたんからきました。)"",""translation"":""Men O'zbekistondan kelganman.""},{""sentence"":""どこから来ましたか。(どこからきましたか。)"",""translation"":""Qayerdan kelgansiz?""}]","[{""word"":""来ます"",""hiragana"":""きます"",""meaning"":""kelmoq""},{""word"":""出身"",""hiragana"":""しゅっしん"",""meaning"":""kelib chiqish joyi""}]"
"アメリカ","アメリカ","Amerika, AQSH","ot","N5","Top 1000","⓪","","","","","ミラーさんはアメリカから来ました。(みらーさんはあめりかからきました。)","Janob Miller Amerikadan kelgan.","米国","","Rasmiy hujjatlarda va gazetalarda 「米国（べいこく）」 ishlatiladi. Kundalik nutqda esa doim 「アメリカ」.","[]","[{""sentence"":""私はアメリカ人です。(わたしはあめりかじんです。)"",""translation"":""Men amerikalikman.""},{""sentence"":""来年アメリカへ行きます。(らいねんあめりかへいきます。)"",""translation"":""Kelasi yil Amerikaga boraman.""}]","[{""word"":""アメリカ人"",""hiragana"":""アメリカじん"",""meaning"":""amerikalik""}]"
"イギリス","イギリス","Angliya, Buyuk Britaniya","ot","N5","Top 2000","⓪","","","","","私はイギリスから来ました。(わたしはいぎりすからきました。)","Men Angliyadan kelganman.","英国","","So'z portugalcha ""Inglez"" dan o'zlashgan. Rasmiy uslubda 「英国（えいこく）」 deyiladi.","[]","[{""sentence"":""彼はイギリス人です。(かれはいぎりすじんです。)"",""translation"":""U inglizlik.""},{""sentence"":""イギリスの車は高いです。(いぎりすのくるまはたかいです。)"",""translation"":""Angliya mashinalari qimmat.""}]","[{""word"":""イギリス人"",""hiragana"":""イギリスじん"",""meaning"":""inglizlik""}]"
"インド","インド","Hindiston","ot","N5","Top 2000","①","","","","","サントスさんはインドから来ました。(さんとすさんはいんどからきました。)","Santos Hindistondan kelgan.","","","「インド」 — Hindiston davlati; 「インドネシア」 bilan adashtirmang.","[]","[{""sentence"":""インド料理が好きです。(いんどりょうりがすきです。)"",""translation"":""Hind taomlarini yoqtiraman.""},{""sentence"":""あの人はインド人です。(あのひとはいんどじんです。)"",""translation"":""U kishi hindistonlik.""}]","[{""word"":""インド人"",""hiragana"":""インドじん"",""meaning"":""hindistonlik""}]"
"インドネシア","インドネシア","Indoneziya","ot","N5","Top 5000","③","","","","","ワンさんはインドネシアから来ました。(わんさんはいんどねしあからきました。)","Van Indoneziyadan kelgan.","","","Uzun katakana so'z; 「インド」 (Hindiston) dan farqlang.","[]","[{""sentence"":""インドネシアは暑いです。(いんどねしあはあついです。)"",""translation"":""Indoneziyada issiq.""},{""sentence"":""彼女はインドネシア人です。(かのじょはいんどねしあじんです。)"",""translation"":""U (ayol) indoneziyalik.""}]","[{""word"":""インドネシア人"",""hiragana"":""インドネシアじん"",""meaning"":""indoneziyalik""}]"
"韓国","かんこく","Janubiy Koreya","ot","N5","Top 2000","①","","","","","キムさんは韓国から来ました。(きむさんはかんこくからきました。)","Kim Janubiy Koreyadan kelgan.","","","「韓国」 — Janubiy Koreya. Shimoliy Koreya esa 「北朝鮮（きたちょうせん）」 deyiladi.","[{""kanji"":""韓"",""meaning"":""Koreya"",""kunReading"":""-"",""onReading"":""kan"",""strokes"":18},{""kanji"":""国"",""meaning"":""davlat, mamlakat"",""kunReading"":""kuni"",""onReading"":""koku"",""strokes"":8}]","[{""sentence"":""韓国語を勉強しています。(かんこくごをべんきょうしています。)"",""translation"":""Koreys tilini o'rganyapman.""},{""sentence"":""韓国の料理は辛いです。(かんこくのりょうりはからいです。)"",""translation"":""Koreys taomlari achchiq.""}]","[{""word"":""韓国人"",""hiragana"":""かんこくじん"",""meaning"":""koreys (Janubiy Koreyadan)""},{""word"":""韓国語"",""hiragana"":""かんこくご"",""meaning"":""koreys tili""}]"
"タイ","タイ","Tailand","ot","N5","Top 5000","①","","","","","タワポンさんはタイから来ました。(たわぽんさんはたいからきました。)","Tawapon Tailanddan kelgan.","","","Omonimga e'tibor bering: 「タイ」 — Tailand, 「鯛（たい）」 — baliq turi, 「～たい」 — istak qo'shimchasi.","[]","[{""sentence"":""タイ料理はおいしいです。(たいりょうりはおいしいです。)"",""translation"":""Tailand taomlari mazali.""},{""sentence"":""去年タイへ行きました。(きょねんたいへいきました。)"",""translation"":""O'tgan yili Tailandga bordim.""}]","[{""word"":""タイ人"",""hiragana"":""タイじん"",""meaning"":""tailandlik""}]"
"中国","ちゅうごく","Xitoy","ot","N5","Top 1000","①","","","","","ワンさんは中国から来ました。(わんさんはちゅうごくからきました。)","Van Xitoydan kelgan.","","","「中（o'rta）」＋「国（davlat）」 — ""O'rta davlat"". Xitoy tili 「中国語」 deyiladi.","[{""kanji"":""中"",""meaning"":""o'rta, ich"",""kunReading"":""naka"",""onReading"":""chuu"",""strokes"":4},{""kanji"":""国"",""meaning"":""davlat, mamlakat"",""kunReading"":""kuni"",""onReading"":""koku"",""strokes"":8}]","[{""sentence"":""中国語が分かりますか。(ちゅうごくごがわかりますか。)"",""translation"":""Xitoy tilini tushunasizmi?""},{""sentence"":""中国は大きい国です。(ちゅうごくはおおきいくにです。)"",""translation"":""Xitoy — katta davlat.""}]","[{""word"":""中国人"",""hiragana"":""ちゅうごくじん"",""meaning"":""xitoylik""},{""word"":""中国語"",""hiragana"":""ちゅうごくご"",""meaning"":""xitoy tili""}]"
"ドイツ","ドイツ","Olmoniya, Germaniya","ot","N5","Top 2000","①","","","","","シュミットさんはドイツから来ました。(しゅみっとさんはどいつからきました。)","Shmidt Olmoniyadan kelgan.","独国","","So'z nemischa ""Deutsch"" dan o'zlashgan. Qisqartmalarda 「独（どく）」 belgisi ishlatiladi (日独＝Yaponiya-Germaniya).","[]","[{""sentence"":""ドイツ語を勉強しています。(どいつごをべんきょうしています。)"",""translation"":""Nemis tilini o'rganyapman.""},{""sentence"":""ドイツの車は丈夫です。(どいつのくるまはじょうぶです。)"",""translation"":""Nemis mashinalari mustahkam.""}]","[{""word"":""ドイツ人"",""hiragana"":""ドイツじん"",""meaning"":""nemis""},{""word"":""ドイツ語"",""hiragana"":""ドイツご"",""meaning"":""nemis tili""}]"
"日本","にほん","Yaponiya","ot","N5","Top 100","②","","","","","私は日本から来ました。(わたしはにほんからきました。)","Men Yaponiyadan kelganman.","","","「にほん」 va 「にっぽん」 — ikkala o'qilishi ham to'g'ri. 「にっぽん」 rasmiyroq va sport tadbirlarida, pul birligida uchraydi.","[{""kanji"":""日"",""meaning"":""quyosh, kun"",""kunReading"":""hi, ka"",""onReading"":""nichi, jitsu"",""strokes"":4},{""kanji"":""本"",""meaning"":""asos, kitob"",""kunReading"":""moto"",""onReading"":""hon"",""strokes"":5}]","[{""sentence"":""日本語を勉強しています。(にほんごをべんきょうしています。)"",""translation"":""Yapon tilini o'rganyapman.""},{""sentence"":""あの方は日本人です。(あのかたはにほんじんです。)"",""translation"":""U kishi yapon.""}]","[{""word"":""日本人"",""hiragana"":""にほんじん"",""meaning"":""yapon (millat)""},{""word"":""日本語"",""hiragana"":""にほんご"",""meaning"":""yapon tili""}]"
"フランス","フランス","Fransiya","ot","N5","Top 2000","⓪","","","","","私はフランスから来ました。(わたしはふらんすからきました。)","Men Fransiyadan kelganman.","仏国","","Qisqartmalarda 「仏（ふつ）」 belgisi ishlatiladi (日仏＝Yaponiya-Fransiya).","[]","[{""sentence"":""フランス語は難しいです。(ふらんすごはむずかしいです。)"",""translation"":""Fransuz tili qiyin.""},{""sentence"":""彼女はフランス人です。(かのじょはふらんすじんです。)"",""translation"":""U (ayol) fransuz.""}]","[{""word"":""フランス人"",""hiragana"":""フランスじん"",""meaning"":""fransuz""},{""word"":""フランス語"",""hiragana"":""フランスご"",""meaning"":""fransuz tili""}]"
"ブラジル","ブラジル","Braziliya","ot","N5","Top 5000","⓪","","","","","サントスさんはブラジルから来ました。(さんとすさんはぶらじるからきました。)","Santos Braziliyadan kelgan.","","","Braziliyada yaponiyalik muhojirlar jamoasi katta bo'lgani uchun 「日系ブラジル人（yapon kelib chiqishli braziliyalik）」 iborasi ham tez-tez uchraydi.","[]","[{""sentence"":""ブラジルのコーヒーは有名です。(ぶらじるのこーひーはゆうめいです。)"",""translation"":""Braziliya qahvasi mashhur.""},{""sentence"":""あの人はブラジル人です。(あのひとはぶらじるじんです。)"",""translation"":""U kishi braziliyalik.""}]","[{""word"":""ブラジル人"",""hiragana"":""ブラジルじん"",""meaning"":""braziliyalik""}]"
